,ingredient,degree,sugar,base_spirit,occasion_id
1109,"얼음,앱솔루트 보드카,살구 브랜디,라임 주스,오렌지 큐라소,오렌지",38,1,vodka,15
1110,"얼음,앱솔루트 히비스커스,크랜베리 주스,라임",30,3,vodka,15
1111,"잘게 부순 얼음,앱솔루트 루비 레드,라임 주스,검붉은 오렌지/빨간색 그레이프프루트,소다수",34,0,vodka,14
1112,"얼음,앱솔루트 100,진저엘,라임",42,0,vodka,14
1113,"얼음,앱솔루트 와일드 티,콜라,라임",30,2,vodka,22
1114,"얼음,앱솔루트 보드카,레몬 주스,사이다,레몬",38,0,vodka,22
1115,"얼음,앱솔루트 페퍼,드라이 버무스,할라피뇨",37,0,vodka,15
1116,"얼음,앱솔루트 라즈베리,레몬 껍질",38,0,vodka,14
1117,"얼음,앱솔루트 루비 레드,포도,정제된 설탕",34,1,vodka,13
1118,"얼음,앱솔루트 보드카,캄파리,사이다",32,6,vodka,14
1119,"얼음,앱솔루트 보드카,계란 흰자,트리플 섹,오렌지 주스,캄파리",23,7,vodka,14
1120,"얼음,앱솔루트 보드카,드라이 버무스,슈가시럽,딸기",39,0,vodka,14
1121,"얼음,잘게 부순 얼음,앱솔루트 어피치,레몬 주스,자두,정제된 설탕,생강",38,1,vodka,15
1122,"앱솔루트 라즈베리,샴페인,라즈베리",16,0,vodka|champagne,14
1123,"얼음,앱솔루트 100,라임 주스,비터즈,진저비어,라임",48,0,vodka,14
1124,"얼음,앱솔루트 루비 레드,오렌지 주스",26,2,vodka,14
1125,"얼음,잘게 부순 얼음,앱솔루트 보드카,캐슈넛,정제된 설탕",39,2,vodka,15
1126,"앱솔루트 라즈베리,오렌지 주스,오렌지,빨대",29,2,vodka,14
1127,"얼음,잘게 부순 얼음,앱솔루트 보드카,딸기,라이치,정제된 설탕",39,1,vodka,14
1128,"얼음,앱솔루트 보드카,캄파리,갈리아노,파인애플 주스,마라스키노 베리",33,8,vodka,14
1129,"얼음,앱솔루트 보드카,진,블루 큐라소,레몬",36,11,vodka|gin,15
1130,"얼음,앱솔루트 루비 레드,꿀,레몬 주스,민트",32,3,vodka,14
1131,"앱솔루트 라즈베리,샴페인,라즈베리",16,0,vodka|champagne,14
1132,"잘게 부순 얼음,앱솔루트 루비 레드,딸기",35,0,vodka,13
1133,"앱솔루트 어피치,복숭아 비터즈,갈설탕(흰색),샴페인",36,1,vodka|champagne,22
1134,"얼음,앱솔루트 보드카,오렌지 주스,크림,갈리아노,트리플 섹,오렌지",14,8,vodka,14
1135,"얼음,앱솔루트 보드카,진저비어,라임 코디얼",31,0,vodka,14
1136,"얼음,앱솔루트 맨드린,석류 주스,라임 코디얼,트리플 섹,라임 주스",35,2,vodka,14
1137,"얼음,앱솔루트 시트론,멜론 리큐어,바나나 리큐어,라임 코디얼,사이다,라임,멜론",25,17,vodka,14
1138,"얼음,앱솔루트 보드카,자메이카 타입의 다크 럼,라임 주스,석류즙",38,0,vodka|rum,15
1139,"얼음,앱솔루트 보드카,레몬 주스,깔루아,계란 흰자,슈가시럽,트리플 섹,마라스키노 베리",22,10,vodka,14
1140,"얼음,앱솔루트 보드카,라이트 럼,블루 큐라소",36,7,vodka|rum,15
1141,"얼음,앱솔루트 페어,파인애플 주스",22,5,vodka,14
1142,"얼음,앱솔루트 맨드린,토닉 워터,오렌지 주스,오렌지",31,0,vodka,14
1143,"얼음,앱솔루트 루비 레드,자몽주스,라임 주스,마라스키노 리큐어,슈가시럽,체리",32,1,vodka,15
1144,"얼음,앱솔루트 보드카,복숭아 리큐어,파인애플 주스,블랙 라즈베리 리큐어",20,14,vodka,14
1145,"앱솔루트 큐란트,사이다,라임",30,2,vodka,14
1146,"앱솔루트 페어,삼부카",20,6,vodka,15
1147,"얼음,앱솔루트 보드카,셰리,오렌지",39,0,vodka,13
1148,"얼음,앱솔루트 루비 레드,앱솔루트 맨드린,앱솔루트 시트론,라임 주스,슈가시럽",16,16,vodka,14
1149,"잘게 부순 얼음,앱솔루트 맨드린,초콜릿 리큐어,레몬 아이스티",30,10,vodka,14
1150,"잘게 부순 얼음,앱솔루트 큐란트,레몬 주스,슈가시럽,크렘 드 카시스,사이다,블랙베리",17,17,vodka,14
1151,"얼음,앱솔루트 베리 아사이,사이다,라임",26,2,vodka,14
1152,"잘게 부순 얼음,앱솔루트 어피치,슈가시럽,크렘 드 카시스,라임 주스,복숭아",39,0,vodka,14
1153,"얼음,앱솔루트 맨드린,라임 주스,사이다,라임",39,0,vodka,4
1154,"얼음,앱솔루트 루비 레드,오렌지 소다,로제 와인,그레이프프루트",17,0,vodka,14
1155,"얼음,앱솔루트 보드카,레몬 주스,슈가시럽,파인애플,바질",21,10,vodka,14
1156,"얼음,앱솔루트 보드카,체리 브랜디,오렌지 주스,오렌지",25,9,vodka,14
1157,"잘게 부순 얼음,앱솔루트 보드카,블랙 라즈베리 리큐어,크랜베리 주스,오렌지 주스,라즈베리",11,13,vodka,14
1158,"얼음,앱솔루트 시트론,패션 프루트 주스,레몬 주스,라임 주스,슈가시럽,소다수,라임",19,6,vodka,14
1159,"얼음,앱솔루트 시트론,드라이 버무스,계피 슈납스 리큐어,레몬,오렌지",38,0,vodka,15
1160,"얼음,앱솔루트 보드카,스카치 위스키,스위트 버무스,위스키/허니 리큐어,마라스키노 베리",33,11,vodka|whisky,15
1161,"얼음,앱솔루트 보드카,오렌지 주스,오렌지",30,2,vodka,14
1162,"얼음,앱솔루트 라즈베리,오렌지 주스,오렌지",29,2,vodka,14
1163,"얼음,살구 브랜디,앱솔루트 보드카,드라이 버무스,체리 브랜디",32,11,vodka,14
1164,"얼음,앱솔루트 시트론,석류 주스,블랙 라즈베리 리큐어,오렌지",37,0,vodka,14
1165,"얼음,앱솔루트 보드카,라임 주스,슈가시럽,망고",36,2,vodka,14
1166,"얼음,잘게 부순 얼음,앱솔루트 바니리아,딸기,방울 토마토,정제된 설탕",37,1,vodka,15
1167,"앱솔루트 시트론,레드 베르무트,레몬 주스,슈가시럽,페이쇼 비터즈,오렌지 비터즈,그레이프프루트",18,9,vodka,15
1168,"얼음,앱솔루트 보드카,파인애플 주스,아몬드 시럽,생강",37,1,vodka,14
1169,"잘게 부순 얼음,앱솔루트 맨드린,슈가시럽,오렌지",39,1,vodka,14
1170,"얼음,앱솔루트 보드카,버본,꼬냑,진",42,0,vodka|gin|whisky,15
1171,"얼음,앱솔루트 라즈베리,라임과 레몬그라스 코디얼,라임,라즈베리",36,0,vodka,14
1172,"얼음,앱솔루트 보드카,이탈리안 베르무트,그린 샤르트뢰즈,레몬 주스",24,10,vodka,14
1173,"얼음,앱솔루트 보드카,드라이 버무스",39,0,vodka,4
1174,"얼음,앱솔루트 보드카,복숭아 슈납스,크랜베리 주스,오렌지 주스",13,3,vodka,15
1175,"앱솔루트 라즈베리,크랜베리 주스,토닉 워터,라즈베리,빨대",37,0,vodka,14
1176,"얼음,앱솔루트 보드카,신선한 애플 주스,라임 주스,슈가시럽",19,5,vodka,14
1177,"얼음,앱솔루트 라즈베리,드라이 버무스,레몬 껍질,라즈베리",38,0,vodka,14
1178,"얼음,앱솔루트 보드카,크랜베리 주스,자몽주스,레몬",17,7,vodka,22
1179,"얼음,앱솔루트 보드카,오드비,크림,깔루아",14,5,vodka,15
1180,"얼음,앱솔루트 베리 아사이,진저비어,블루베리,딸기",35,0,vodka,14
1181,"얼음,앱솔루트 보드카,진저비어,사이다,라임 주스,사과",11,4,vodka,9
1182,"얼음,앱솔루트 보드카,크랜베리 주스,라임",30,3,vodka,14
1183,"앱솔루트 100,레몬 주스,꿀,뜨거운 차",38,0,vodka,14
1184,"얼음,앱솔루트 맨드린,사이다,크랜베리 주스,레몬 주스,슈가시럽,계피 스틱,그레이프프루트",32,2,vodka,14
1185,"얼음,앱솔루트 보드카,레몬 주스,슈가시럽,바닐라 아이스크림",36,1,vodka,14
1186,"얼음,앱솔루트 보드카,자몽주스,체리 리큐어,레몬 주스,그레이프프루트",2,12,vodka,14
1187,"얼음,앱솔루트 보드카,블랙 라즈베리 리큐어,라즈베리 퓌레,크림",24,10,vodka,14
1188,"얼음,잘게 부순 얼음,앱솔루트 보드카,레몬 주스,멜론,정제된 설탕",38,1,vodka,15
1189,"잘게 부순 얼음,앱솔루트 페퍼,딸기 주스,딸기",29,0,vodka,14
1190,"얼음,앱솔루트 보드카,라임 주스,비트 루트 주스,슈가시럽,라즈베리 소다,레몬",35,2,vodka,14
1191,"얼음,앱솔루트 보드카,오렌지 큐라소,위스키/허니 리큐어",32,15,vodka,15
1192,"얼음,잘게 부순 얼음,앱솔루트 시트론,석류 주스,핑크 그레이프프루트 주스,라임 주스,패션 프루트 시럽,캄파리,라임",11,9,vodka,22
1193,"얼음,앱솔루트 보드카,애플 주스,딱총나무 꽃 코디얼,토닉 워터,오렌지",19,6,vodka,14
1194,"앱솔루트 바니리아,딸기 시럽,헤이즐넛 리큐어",25,6,vodka,15
1195,"얼음,앱솔루트 보드카,복숭아 리큐어,블랙 라즈베리 리큐어,레몬 주스,압생트,서양고추냉이",23,12,vodka,15
1196,"얼음,앱솔루트 히비스커스,녹차,석류 주스,슈가시럽,레몬",19,0,vodka,14
1197,"잘게 부순 얼음,앱솔루트 시트론,레몬,정제된 설탕,레몬에이드",37,5,vodka,14
1198,"얼음,앱솔루트 보드카,파인애플 주스,블랙 커런트 리큐어",13,8,vodka,14
1199,"얼음,앱솔루트 보드카,화이트 와인,꿀,물,포도",16,14,vodka,14
1200,"얼음,앱솔루트 베리 아사이,크랜베리 주스,애플 주스,레몬",11,8,vodka,22
1201,"얼음,앱솔루트 보드카,망고 주스,트리플 섹",16,15,vodka,14
1202,"앱솔루트 보드카,핫 소스,맥주",39,0,vodka,4
1203,"얼음,앱솔루트 페퍼,라임 주스,슈가시럽,딸기",34,2,vodka,14
1204,"얼음,앱솔루트 실란트로,토마토 주스,우스터 소스,핫 소스,소금,블랙페퍼 가루,고수",37,1,vodka,14
1205,"얼음,앱솔루트 바니리아,사이다,라즈베리",29,2,vodka,14
1206,"얼음,앱솔루트 보드카,허브 리큐어,오이,오렌지,라임,민트잎,진저엘",36,1,vodka,4
1207,"얼음,앱솔루트 보드카,라임 주스,소다수,라임",38,0,vodka,14
1208,"얼음,앱솔루트 보드카,라임 주스,슈가시럽,민트",38,0,vodka,14
1209,"얼음,앱솔루트 와일드 티,애플 주스,레몬 주스,복숭아 시럽,딸기",35,2,vodka,22
1210,"얼음,버본,앱솔루트 보드카,라이트 럼,레몬 주스",27,0,vodka|rum|whisky,14
1211,"얼음,앱솔루트 라즈베리,크랜베리 주스,블랙베리 리큐어",31,2,vodka,14
1212,"얼음,앱솔루트 보드카,드라이 버무스,체리 브랜디,마라스키노 베리",33,5,vodka,15
1213,"얼음,앱솔루트 보드카,슈가시럽,멜론",40,0,vodka,14
1214,"얼음,앱솔루트 어피치,오렌지 주스",38,0,vodka,14
1215,"얼음,앱솔루트 보드카,데킬라,오렌지 주스,석류즙,마라스키노 베리,파인애플",9,7,vodka|tequila,14
1216,"얼음,앱솔루트 보드카,딸기 리큐어,화이트 초콜릿 리큐어,초콜릿,딸기",31,8,vodka,15
1217,"얼음,앱솔루트 보드카,레몬 주스,화이트 카카오 리큐어",38,0,vodka,14
1218,"얼음,앱솔루트 큐란트,아이스 티,트리플 섹,라즈베리",28,12,vodka,14
1219,"얼음,잘게 부순 얼음,앱솔루트 페어,라이치 주스,멜론",38,0,vodka,13
1220,"얼음,앱솔루트 보드카,파인애플 주스,딸기 리큐어,아몬드 시럽,딸기",18,14,vodka,15
1221,"얼음,앱솔루트 보드카,드라이 버무스,계란 흰자,파스티스,마라스키노 베리",23,0,vodka,15
1222,"얼음,앱솔루트 보드카,석류 주스,크랜베리 주스,크렘 드 카시스,레몬 주스,석류즙,체리,레몬",8,8,vodka,15
1223,"얼음,앱솔루트 100,애플 주스",38,2,vodka,15
1224,"얼음,앱솔루트 보드카,라임 주스,슈가시럽,민트",36,2,vodka,14
1225,"얼음,앱솔루트 라즈베리,초콜릿 리큐어,라즈베리",29,10,vodka,13
1226,"앱솔루트 실란트로,하비스쿠스 냉차,라임 주스,슈가시럽,레몬",36,1,vodka,14
1227,"얼음,앱솔루트 보드카,레몬 주스,트리플 섹",37,1,vodka,14
1228,"앱솔루트 실란트로,라임 주스,트리플 섹,고수",1,1,vodka,14
1229,"얼음,앱솔루트 바니리아,레몬 주스,수박,정제된 설탕",36,1,vodka,15
1230,"얼음,앱솔루트 보드카,트리플 섹,슈가시럽,오이,레몬",39,1,vodka,14
1231,"얼음,앱솔루트 보드카,그린 박하 리큐어,마라스키노 베리",38,1,vodka,13
1232,"얼음,앱솔루트 바니리아,우유,계피 시럽,펌킨 스매시",33,1,vodka,14
1233,"얼음,앱솔루트 보드카,화이트 카카오 리큐어,레몬 주스,석류즙",23,8,vodka,14
1234,"얼음,앱솔루트 보드카,크림,복숭아 리큐어,깔루아,헤이즐넛 리큐어",4,2,vodka,15
1235,"얼음,앱솔루트 어피치,트리플 섹,레몬 주스,스파클링 와인,오렌지,라임,레몬",38,2,vodka,4
1236,"앱솔루트 베리 아사이,크랜베리 주스,트리플 섹,라임 주스,오렌지",33,1,vodka,14
1237,"얼음,앱솔루트 보드카,진저엘,라임",30,0,vodka,15
1238,"얼음,앱솔루트 보드카,드라이 버무스,레몬 껍질",40,0,vodka,22
1239,"얼음,앱솔루트 보드카,라임 주스,라임과 레몬그라스 코디얼,망고 퓌레,슈가시럽,레몬",35,1,vodka,14
1240,"얼음,앱솔루트 보드카,키위",40,0,vodka,14
1241,"얼음,잘게 부순 얼음,앱솔루트 어피치,레몬 주스,멜론,정제된 설탕",39,1,vodka,15
1242,"얼음,앱솔루트 히비스커스,레몬 주스,슈가시럽,소다수,레몬",36,2,vodka,14
1243,"얼음,앱솔루트 실란트로,소다수,라임 주스,슈가시럽,라임 코디얼",32,4,vodka,15
1244,"얼음,앱솔루트 보드카,체리 리큐어,레몬 주스",26,8,vodka,14
1245,"얼음,앱솔루트 보드카,드라이 버무스,석류즙",24,6,vodka,15
1246,"잘게 부순 얼음,앱솔루트 보드카,레몬 주스,슈가시럽,비터즈,민트",36,2,vodka,14
1247,"얼음,드라이 버무스,앱솔루트 시트론,슈가시럽,라이치",28,1,vodka,22
1248,"얼음,앱솔루트 어피치,크랜베리 주스,트리플 섹,라임 주스,레몬",38,1,vodka,15
1249,"얼음,앱솔루트 보드카,그린 박하 리큐어,화이트 카카오 리큐어,마라스키노 베리",38,1,vodka,15
1250,"얼음,앱솔루트 시트론,라임 코디얼,라임 주스,소다수,라임",36,3,vodka,14
1251,"얼음,앱솔루트 보드카,오렌지 주스,오렌지",30,2,vodka,14
1252,"얼음,앱솔루트 맨드린,레몬 주스,슈가시럽,블루 큐라소",15,14,vodka,14
1253,"얼음,앱솔루트 보드카,바나나 리큐어,오렌지 주스,오렌지",33,6,vodka,14
1254,"얼음,앱솔루트 히비스커스,루비 자몽주스,슈가시럽,오렌지",29,1,vodka,14
1255,"얼음,앱솔루트 시트론,크랜베리 주스,트리플 섹,라임 주스,샴페인,라임",20,11,vodka|champagne,14
1256,"앱솔루트 큐란트,라임 주스,사이다,사과,빨대",39,0,vodka,14
1257,"얼음,앱솔루트 베리 아사이,라임 주스,사과즙,애플 주스,멜론,사과",32,0,vodka,14
1258,"얼음,앱솔루트 보드카,사케,오이",38,0,vodka,14
1259,"얼음,앱솔루트 보드카,진,화이트 카카오 리큐어",35,6,vodka|gin,15
1260,"얼음,앱솔루트 와일드 티,엘더플라워 리큐르,레몬 주스,생강",25,0,vodka,22
1261,"잘게 부순 얼음,앱솔루트 베리 아사이,슈가시럽,라임",33,1,vodka,14
1262,"얼음,앱솔루트 시트론,진저 시럽",39,0,vodka,14
1263,"얼음,앱솔루트 애플,애플 주스,라임 주스,진저비어,라임",36,0,vodka,14
1264,"얼음,앱솔루트 어피치,사이다,라임",30,2,vodka,14
1265,"앱솔루트 루비 레드,샴페인",23,0,vodka|champagne,15
1266,"얼음,앱솔루트 루비 레드,사이다,자몽주스,파인애플 주스,로즈마리",14,5,vodka,14
1267,"얼음,앱솔루트 보드카,바나나 리큐어,크림,트리플 섹,마라스키노 베리",27,11,vodka,13
1268,"얼음,앱솔루트 루비 레드,오렌지 소다,로제 와인,그레이프프루트",11,0,vodka,14
1269,"얼음,앱솔루트 보드카,샴페인,자몽주스,블랙 커런트 리큐어,블랙베리",35,1,vodka|champagne,14
1270,"얼음,앱솔루트 보드카,우유,블루베리 시럽,블루베리",19,2,vodka,14
1271,"얼음,앱솔루트 보드카,체리 리큐어,듀보네,오렌지",29,8,vodka,15
1272,"얼음,앱솔루트 라즈베리,화이트 크랜베리 주스,트리플 섹,라임",36,0,vodka,14
1273,"얼음,앱솔루트 보드카,스위트 버무스,체리 리큐어,레몬 껍질",29,13,vodka,14
1274,"얼음,앱솔루트 맨드린,크랜베리 주스,오렌지",30,3,vodka,14
1275,"얼음,앱솔루트 엘릭스,하비스쿠스 냉차,릴레 루즈,레몬 주스,라즈베리 코디얼,페르노 아브신트,식용 꽃",2,0,vodka,15
1276,"얼음,앱솔루트 보드카,레몬 주스,슈가시럽,소다수,레몬",36,1,vodka,14
1277,"얼음,앱솔루트 페어,레몬 주스,슈가시럽,생강",36,1,vodka,14
1278,"얼음,앱솔루트 보드카,사과즙,진저 시럽,레몬 주스,바질",20,0,vodka,14
1279,"얼음,앱솔루트 루비 레드,사이다,검붉은 오렌지 주스,자몽주스,소다수,라임",32,0,vodka,14
1280,"얼음,잘게 부순 얼음,앱솔루트 바니리아,레몬 주스,레드 커런트,정제된 설탕",36,1,vodka,13
1281,"앱솔루트 실란트로,맥주,핫 소스,라임 주스,소금,라임",33,0,vodka,15
1282,"얼음,앱솔루트 100,토닉 워터,라임",38,0,vodka,14
1283,"얼음,앱솔루트 그레이프,소다수,라임 주스,라임,포도",26,3,vodka,22
1284,"얼음,앱솔루트 망고,슈가시럽,키위 퓌레,키위",36,2,vodka,14
1285,"얼음,잘게 부순 얼음,앱솔루트 보드카,자몽주스,화이트 카카오 리큐어",14,10,vodka,14
1286,"얼음,앱솔루트 보드카,트리플 섹,레몬 주스,슈가시럽,진저엘",25,20,vodka,14
1287,"얼음,앱솔루트 보드카,듀보네,셰리,레몬",24,5,vodka,15
1288,"잘게 부순 얼음,앱솔루트 시트론,파인애플,정제된 설탕",39,1,vodka,14
1289,"얼음,앱솔루트 라즈베리,토닉 워터,레몬",29,0,vodka,14
1290,"앱솔루트 히비스커스,스파클링 와인,석류 주스,체리",8,11,vodka,15
1291,"얼음,앱솔루트 보드카,라임 주스,퀴멜",38,0,vodka,14
1292,"앱솔루트 루비 레드,애플 주스,슈가시럽,빨대",17,5,vodka,14
1293,"얼음,앱솔루트 보드카,진,비터즈,슈가시럽,마라스키노 베리",41,0,vodka|gin,15
1294,"얼음,앱솔루트 보드카,체리 브랜디,오렌지 주스,스위트 버무스,오렌지",29,9,vodka,14
1295,"얼음,앱솔루트 보드카,깔루아,소다수",28,10,vodka,14
