id,ingredient,degree,sugar,base_spirit,저녁 술,오후 술,식전 술,식후 술
847,"얼음,잘게 부순 얼음,앱솔루트 시트론,라임,정제된 설탕",4,2,vodka,1,0,0,0
848,"얼음,앱솔루트 보드카,레몬 주스,바나나 리큐어,트리플 섹",4,2,vodka,0,1,0,0
849,"얼음,잘게 부순 얼음,앱솔루트 바니리아,앱솔루트 맨드린,라임 주스,석류즙,구아바 주스,라임",4,2,vodka,0,1,0,0
850,"얼음,앱솔루트 라즈베리,블루 큐라소,트리플 섹",4,2,vodka,0,1,0,0
851,"얼음,앱솔루트 보드카,드라이 버무스,체리 리큐어,바나나 리큐어,비터즈,오렌지",3,3,vodka,0,0,1,0
852,"얼음,앱솔루트 보드카,슈가시럽,라임 주스,라임",4,2,vodka,0,1,0,0
853,"앱솔루트 라즈베리,샴페인",2,1,vodka|champagne,0,1,0,0
854,"잘게 부순 얼음,앱솔루트 바니리아,라임 주스,슈가시럽,민트잎",4,1,vodka,0,1,0,0
855,"잘게 부순 얼음,앱솔루트 애플,슈가시럽,라임,망고",4,2,vodka,0,1,0,0
856,"얼음,앱솔루트 어피치,망고,정제된 설탕,복숭아 리큐어",4,2,vodka,0,0,0,1
857,"앱솔루트 보드카,망고 주스,꿀,레몬 주스",4,2,vodka,1,0,0,0
858,"얼음,앱솔루트 페퍼,콜라,레몬",3,2,vodka,0,1,0,0
859,"얼음,앱솔루트 베리 아사이,레몬 주스,슈가시럽,블루베리",2,3,vodka,0,0,0,0
860,"얼음,앱솔루트 맨드린,귤 리큐어,레몬 주스,슈가시럽",3,3,vodka,0,1,0,0
861,"얼음,앱솔루트 페퍼,깔루아,우유",3,4,vodka,0,0,0,1
862,"얼음,앱솔루트 보드카,애플 주스,블루 큐라소,트리플 섹,그린 바나나 시럽",2,4,vodka,1,0,0,0
863,"얼음,앱솔루트 큐란트,성 라파엘,비터즈,마라스키노 베리",3,1,vodka,0,1,0,0
864,"얼음,잘게 부순 얼음,앱솔루트 시트론,파인애플,생강,정제된 설탕",4,2,vodka,1,0,0,0
865,"앱솔루트 보드카,딸기 퓌레,레몬 주스,슈가시럽,바질,딸기",4,2,vodka,0,0,1,0
866,"얼음,앱솔루트 페어,슈가시럽,애플 주스,레몬 주스,라임 주스,샴페인,민트",3,3,vodka|champagne,0,1,0,0
867,"얼음,앱솔루트 보드카,살구 브랜디,계란 노른자,석류즙,오렌지 주스",4,2,vodka,0,1,0,0
868,"얼음,앱솔루트 라즈베리,슈가시럽,라즈베리,라임,오렌지",4,1,vodka,0,0,0,0
869,"얼음,앱솔루트 어피치,레몬에이드,레몬",3,2,vodka,0,1,0,0
870,"얼음,앱솔루트 보드카,블랙 커런트 리큐어,크랜베리 주스,레몬 주스,사이다",3,3,vodka,0,1,0,0
871,"얼음,앱솔루트 보드카,라임과 레몬그라스 코디얼,레몬 커드,라임 주스,라임 코디얼",4,1,vodka,0,1,0,0
872,"얼음,앱솔루트 와일드 티,레몬에이드,레몬",3,2,vodka,0,0,1,0
873,"얼음,앱솔루트 보드카,드라이 버무스,듀보네,오렌지 비터즈",3,2,vodka,1,0,0,0
874,"앱솔루트 페퍼,토마토",4,1,vodka,1,0,0,0
875,"앱솔루트 실란트로,라임",5,1,vodka,0,0,0,1
876,"얼음,앱솔루트 보드카,진,캄파리,복숭아 리큐어,복숭아",4,3,vodka|gin,1,0,0,0
877,"얼음,앱솔루트 큐란트,크랜베리 주스,라임",3,2,vodka,0,1,0,0
878,"얼음,앱솔루트 100,크랜베리 주스,자몽주스,라임",2,4,vodka,0,1,0,0
879,"얼음,앱솔루트 보드카,살구 브랜디,오렌지 주스,석류즙,패션 프루트 시럽,사과,키위,마라스키노 베리,민트",2,5,vodka,0,1,0,0
880,"얼음,앱솔루트 애플,라이치 주스,라임 주스,슈가시럽,생강,패션 프루트",4,2,vodka,0,1,0,0
881,"잘게 부순 얼음,앱솔루트 시트론,슈가시럽,레몬,라임",4,2,vodka,0,1,0,0
882,"얼음,앱솔루트 큐란트,슈가시럽,라즈베리 소다,블랙베리,라즈베리",4,2,vodka,0,1,0,0
883,"얼음,앱솔루트 보드카,수박 주스,수박",3,1,vodka,0,0,0,0
884,"얼음,앱솔루트 실란트로,슈가시럽,라임 주스,멜론,고수",5,2,vodka,0,1,0,0
885,"얼음,앱솔루트 보드카,오렌지 주스,위스키/허니 리큐어,라임 주스,오렌지",2,3,vodka,0,1,0,0
886,"얼음,앱솔루트 보드카,크랜베리 주스,자몽주스,라임 주스,트리플 섹,라임",3,4,vodka,1,0,0,0
887,"얼음,잘게 부순 얼음,앱솔루트 페어,망고 퓌레,레몬 주스,슈가시럽,소다수,레몬",4,3,vodka,0,1,0,0
888,"얼음,앱솔루트 보드카,블루 큐라소,바이올렛 리큐어,화이트 카카오 리큐어,크림",3,4,vodka,1,0,0,0
889,"얼음,잘게 부순 얼음,앱솔루트 맨드린,루비 자몽주스,슈가시럽",4,1,vodka,0,1,0,0
890,"얼음,앱솔루트 라즈베리,트리플 섹,블랙 라즈베리 리큐어,포도 주스",3,5,vodka,0,1,0,0
891,"얼음,앱솔루트 보드카,블랙베리 리큐어",4,1,vodka,0,0,1,0
892,"앱솔루트 보드카,크랜베리 주스(핫),레몬 주스,계피 시럽",3,1,vodka,0,1,0,0
893,"얼음,앱솔루트 100,깔루아",4,4,vodka,0,1,0,0
894,"얼음,앱솔루트 보드카,체리 리큐어,계란 흰자,라임 코디얼,트리플 섹",3,5,vodka,0,1,0,0
895,"얼음,잘게 부순 얼음,앱솔루트 시트론,파인애플 주스,정제된 설탕,파인애플",4,2,vodka,1,0,0,0
896,"얼음,앱솔루트 시트론,슈가시럽,파인애플",4,1,vodka,1,0,0,0
897,"얼음,앱솔루트 보드카,오렌지 주스,스파클링 와인",4,2,vodka,0,1,0,0
898,"얼음,앱솔루트 보드카,캄파리,자몽주스,그레이프프루트",3,3,vodka,0,1,0,0
899,"잘게 부순 얼음,앱솔루트 시트론,정제된 설탕,파인애플",4,2,vodka,0,1,0,0
900,"앱솔루트 100,샴페인",3,1,vodka|champagne,0,1,0,0
901,"얼음,앱솔루트 애플,아몬드향 리큐어,레몬 주스",4,1,vodka,0,1,0,0
902,"얼음,앱솔루트 보드카,그린 샤르트뢰즈,라임 코디얼",4,3,vodka,1,0,0,0
903,"얼음,앱솔루트 보드카,데킬라,깔루아",4,3,vodka|tequila,1,0,0,0
904,"얼음,앱솔루트 보드카,트리플 섹,오렌지 비터즈,오렌지",4,1,vodka,0,1,0,0
905,"얼음,앱솔루트 라즈베리,크랜베리 주스,라임 주스,사이다,라임",4,1,vodka,0,1,0,0
906,"얼음,앱솔루트 큐란트,드라이 버무스,스위트 버무스,레몬",3,3,vodka,1,0,0,0
907,"얼음,앱솔루트 맨드린,체리 브랜디,레몬,귤",4,2,vodka,0,1,0,0
908,"얼음,앱솔루트 보드카,소다수,레몬에이드,레몬",4,1,vodka,0,1,0,0
909,"얼음,앱솔루트 맨드린,앱솔루트 큐란트,파인애플 주스,블랙 라즈베리 리큐어,파인애플",2,4,vodka,0,1,0,0
910,"얼음,앱솔루트 100,토닉 워터,라임",4,1,vodka,1,0,0,0
911,"얼음,앱솔루트 보드카,딸기,포도,바질,정제된 설탕,초콜릿과 오렌지 리큐어",4,2,vodka,1,0,0,0
912,"얼음,앱솔루트 보드카,캄파리,마라스키노 베리",4,1,vodka,0,1,0,0
913,"잘게 부순 얼음,앱솔루트 보드카,딱총나무 꽃 코디얼,슈가시럽,레몬그라스,어린 가지 민트",4,2,vodka,0,1,0,0
914,"얼음,앱솔루트 맨드린,키위 퓌레,프로세코",2,1,vodka,0,1,0,0
915,"얼음,앱솔루트 큐란트,라임 코디얼,라임 주스,물,라임",4,1,vodka,1,0,0,0
916,"앱솔루트 어피치,복숭아 넥타,프로세코",2,1,vodka,0,1,0,0
917,"얼음,앱솔루트 보드카,석류 주스,자몽주스,꿀,민트잎",4,2,vodka,1,0,0,0
918,"얼음,앱솔루트 보드카,버본,체리 브랜디,트리플 섹,오렌지",4,5,vodka|whisky,0,1,0,0
919,"얼음,앱솔루트 어피치,토닉 워터,석류즙,라임",3,1,vodka,0,1,0,0
920,"얼음,앱솔루트 시트론,감로 멜론",4,1,vodka,0,1,0,0
921,"얼음,앱솔루트 보드카,드라이 버무스,캄파리",4,3,vodka,0,0,1,0
922,"얼음,앱솔루트 보드카,복숭아 퓌레,복숭아 리큐어,크림,복숭아",3,3,vodka,0,0,1,0
923,"얼음,앱솔루트 큐란트,애플 주스,소다수,블랙베리 리큐어,라임",2,3,vodka,0,1,0,0
924,"얼음,앱솔루트 애플,애플 주스,칼바도스,비터즈,샴페인,사과",1,3,vodka|champagne,1,0,0,0
925,"얼음,앱솔루트 보드카,화이트 초콜릿 리큐어,귤 리큐어,오렌지 비터즈,마라스키노 베리,민트",4,3,vodka,0,0,0,1
926,"얼음,앱솔루트 루비 레드,레몬 주스,슈가시럽,체리,레몬",4,2,vodka,0,1,0,0
927,"앱솔루트 보드카,샴페인,레몬 아이스캔디",3,1,vodka|champagne,1,0,0,0
928,"얼음,앱솔루트 보드카,파인애플 주스,오렌지 주스,아마레또",1,4,vodka,0,1,0,0
929,"얼음,앱솔루트 보드카,복숭아와 캐러웨이 시럽,오렌지 비터즈",4,1,vodka,0,0,0,1
930,"얼음,앱솔루트 어피치,레몬 주스,슈가시럽,소다수,레몬",4,2,vodka,0,0,0,0
931,"앱솔루트 보드카,요거트,슈가시럽,딸기",2,3,vodka,0,0,0,1
932,"앱솔루트 보드카,라임 주스,슈가시럽,민트잎",4,2,vodka,0,0,0,0
933,"얼음,앱솔루트 보드카,트리플 섹,라임 주스,레몬 주스,오렌지 비터즈,비터즈",3,4,vodka,1,0,0,0
934,"잘게 부순 얼음,앱솔루트 페어,찬 에스프레소 커피,정제된 설탕",2,1,vodka,0,1,0,0
935,"얼음,앱솔루트 보드카,앱솔루트 시트론,레몬 주스,슈가시럽,트리플 섹,레몬 껍질",3,4,vodka,0,1,0,0
936,"얼음,앱솔루트 보드카,신선한 애플 주스,레몬 주스,아몬드 시럽,복숭아 비터즈,아몬드",4,2,vodka,0,1,0,0
937,"얼음,잘게 부순 얼음,앱솔루트 페어,포도,바질,정제된 설탕",4,2,vodka,1,0,0,0
938,"얼음,앱솔루트 보드카,핑크 그레이프프루트 주스,그레이프프루트",4,1,vodka,0,1,0,0
939,"얼음,앱솔루트 보드카,신선한 애플 주스,바닐라 리큐어,사과",3,3,vodka,0,1,0,0
940,"얼음,앱솔루트 시트론,앱솔루트 큐란트,신선한 애플 주스,레몬 주스,팔레르눔,비터즈,그린 애플 시럽",1,4,vodka,0,1,0,0
941,"얼음,앱솔루트 보드카,드라이 버무스,자몽주스,슈가시럽,트리플 섹",2,5,vodka,0,1,0,0
942,"얼음,앱솔루트 보드카,버본,드라이 버무스,비터즈,그린 올리브",4,1,vodka|whisky,0,0,1,0
943,"얼음,앱솔루트 보드카,성 라파엘,레몬",2,1,vodka,0,1,0,0
944,"앱솔루트 라즈베리,블랙베리 시럽,크랜베리 주스(핫),오렌지",4,1,vodka,0,1,0,0
945,"얼음,앱솔루트 보드카,레몬 주스,오렌지 주스,슈가시럽,망고",4,2,vodka,0,1,0,0
946,"얼음,앱솔루트 큐란트,트리플 섹,라임 주스,석류 주스,라임",2,4,vodka,0,1,0,0
947,"얼음,앱솔루트 보드카,라이트 럼,블랙 커런트 리큐어,라임 주스,슈가시럽",3,4,vodka|rum,0,1,0,0
948,"얼음,앱솔루트 보드카,체리 브랜디,스위트 버무스,오렌지",4,2,vodka,0,0,0,0
949,"얼음,앱솔루트 보드카,라임 주스,슈가시럽,민트",4,2,vodka,0,0,1,0
950,"얼음,앱솔루트 맨드린,콜라",3,2,vodka,0,1,0,0
951,"얼음,앱솔루트 큐란트,애플 주스,레몬,블랙 커런트",3,2,vodka,0,1,0,0
952,"얼음,앱솔루트 보드카,살구 브랜디,라임 주스,딱총나무 꽃 코디얼,패션 프루트",4,2,vodka,0,1,0,0
953,"잘게 부순 얼음,앱솔루트 보드카,식용 꽃,꿀,레몬 주스,소다수",4,2,vodka,0,1,0,0
954,"얼음,앱솔루트 보드카,오이피클 국물,라임 주스,오이피클,진저비어",4,1,vodka,0,1,0,0
955,"얼음,앱솔루트 보드카,살구 브랜디,레몬 주스,레몬에이드",3,3,vodka,0,1,0,0
956,"얼음,앱솔루트 보드카,비터즈,슈가시럽,라임 주스,레몬 주스,소다수",4,2,vodka,0,1,0,0
957,"얼음,앱솔루트 보드카,옐로우 샤르트뢰즈,마라스키노 베리",4,4,vodka,1,0,0,0
958,"얼음,잘게 부순 얼음,앱솔루트 큐란트,체리 퓌레,라임 주스,체리",4,1,vodka,0,1,0,0
959,"얼음,앱솔루트 보드카,살구 브랜디,트리플 섹,레몬",4,5,vodka,0,0,1,0
960,"얼음,앱솔루트 맨드린,레몬 주스,슈가시럽,오렌지",4,2,vodka,0,1,0,0
961,"얼음,앱솔루트 루비 레드,레몬 주스,슈가시럽,그레이프프루트",2,3,vodka,0,0,0,0
962,"얼음,앱솔루트 주스 애플,레몬 주스,꿀 시럽,진저비어,오렌지",3,1,vodka,0,0,0,0
963,"앱솔루트 바니리아,커피,크림",2,1,vodka,1,0,0,0
964,"얼음,앱솔루트 보드카,슈가시럽,망고",2,5,vodka,0,1,0,0
965,"얼음,앱솔루트 바니리아,자몽주스,크랜베리 주스",4,1,vodka,0,1,0,0
966,"얼음,앱솔루트 보드카,자몽주스,트리플 섹",4,2,vodka,0,1,0,0
967,"얼음,앱솔루트 보드카,멜론 리큐어,헤이즐넛 리큐어,라임 주스,복숭아 리큐어",2,5,vodka,0,1,0,0
968,"얼음,앱솔루트 와일드 티,레몬 주스,슈가시럽",4,2,vodka,0,0,0,0
969,"얼음,앱솔루트 보드카,애플 주스,레몬 주스,석류즙,오렌지 비터즈,사과",2,3,vodka,0,1,0,0
970,"얼음,앱솔루트 시트론,귤 리큐어,압생트,사이다,귤",3,4,vodka,0,1,0,0
971,"얼음,앱솔루트 라즈베리,크랜베리 주스,파인애플,라즈베리",3,2,vodka,0,1,0,0
972,"얼음,앱솔루트 보드카,배 주스,소다수,오렌지",2,1,vodka,1,0,0,0
973,"얼음,앱솔루트 보드카,블랙베리 리큐어,라임 주스,계란 흰자,슈가시럽",4,2,vodka,0,1,0,0
974,"얼음,앱솔루트 보드카,드라이 버무스,오렌지 큐라소",4,3,vodka,0,1,0,0
975,"얼음,앱솔루트 루비 레드,패션 프루트",4,1,vodka,0,1,0,0
976,"얼음,앱솔루트 페퍼,드라이 버무스",4,1,vodka,0,1,0,0
977,"얼음,앱솔루트 바니리아,라임 주스,진저비어,바닐라,라임",4,1,vodka,0,1,0,0
978,"얼음,앱솔루트 큐란트,슈가시럽,블루베리",4,1,vodka,1,0,0,0
979,"얼음,앱솔루트 보드카,콜라,깔루아,크림",1,4,vodka,1,0,0,0
980,"얼음,앱솔루트 보드카,드라이 버무스,그린 올리브",4,1,vodka,0,0,0,0
981,"얼음,앱솔루트 보드카,드라이 버무스,레몬 주스,그린 올리브",3,1,vodka,1,0,0,0
982,"얼음,앱솔루트 보드카,복숭아맛 버본,오렌지 주스,오렌지",4,2,vodka,0,1,0,0
983,"얼음,앱솔루트 보드카,크림,갈리아노,라임 주스",3,3,vodka,0,1,0,0
984,"얼음,앱솔루트 보드카,크림,깔루아",2,3,vodka,1,0,0,0
985,"앱솔루트 큐란트,드라이 버무스,슈가시럽,블랙베리",4,1,vodka,0,1,0,0
986,"얼음,앱솔루트 시트론,압생트,라임 주스,멜론 리큐어",1,4,vodka,0,1,0,0
987,"앱솔루트 루비 레드,크랜베리 주스,샴페인",2,3,vodka|champagne,0,1,0,0
988,"얼음,콤부차,앱솔루트 패션프루트,설탕 시럽,레몬,어린 가지 민트",3,1,vodka,0,0,0,0
989,"얼음,앱솔루트 시트론,코코넛 워터,핑크 그레이프프루트 주스,그레이프프루트",2,1,vodka,0,1,0,0
990,"얼음,자메이카 타입의 다크 럼,앱솔루트 보드카,파인애플 주스,바나나 리큐어,석류즙,라임 주스",1,4,vodka|rum,0,1,0,0
991,"얼음,앱솔루트 보드카,갈리아노,패션 프루트 주스,그레이프프루트",4,1,vodka,0,0,1,0
992,"얼음,앱솔루트 100,오렌지 주스,레몬 주스,슈가시럽",2,3,vodka,0,1,0,0
993,"얼음,앱솔루트 보드카,귤 리큐어",4,4,vodka,0,1,0,0
994,"얼음,앱솔루트 바니리아,라임 주스,트리플 섹",3,5,vodka,0,1,0,0
995,"얼음,앱솔루트 시트론,트리플 섹,라임 주스,포도 주스,오렌지",4,2,vodka,0,0,0,1
996,"잘게 부순 얼음,앱솔루트 큐란트,레몬 주스,딸기,민트,생강",4,1,vodka,0,0,0,1
997,"얼음,앱솔루트 보드카,살구 브랜디,드라이 버무스,비터즈",4,3,vodka,0,1,0,0
998,"앱솔루트 보드카,커피,레드 와인,슈가시럽",1,1,vodka,0,1,0,0
999,"얼음,앱솔루트 시트론,살구 브랜디,블루 큐라소,레몬 주스",4,2,vodka,0,1,0,0
1000,"얼음,앱솔루트 보드카,소다수,레몬",3,2,vodka,0,1,0,0
1001,"얼음,앱솔루트 베리 아사이,레몬 주스,슈가시럽,계란 흰자,블루베리",4,2,vodka,0,0,0,0
1002,"얼음,앱솔루트 루비 레드,자몽주스,그레이프프루트",3,2,vodka,0,1,0,0
1003,"얼음,앱솔루트 실란트로,레몬에이드,소다수,레몬",4,2,vodka,1,0,0,0
1004,"얼음,앱솔루트 시트론,블루 큐라소,레몬 주스,멜론 리큐어,윌리엄 페어 리큐어,오렌지",4,2,vodka,0,1,0,0
1005,"앱솔루트 어피치,꿀,뜨거운 차,오렌지,생강",3,1,vodka,0,1,0,0
1006,"얼음,앱솔루트 엘릭스,수박 주스,파인애플 주스,라임 주스,소금,멜론",1,3,vodka,0,0,0,0
1007,"얼음,앱솔루트 보드카,패션 프루트 리큐어,자몽주스,패션 프루트",4,3,vodka,0,1,0,0
1008,"얼음,앱솔루트 히비스커스,파인애플 주스,구아바 주스,비터즈,라임 주스,라임",2,3,vodka,1,0,0,0
1009,"얼음,앱솔루트 보드카,토닉 워터,그레이프프루트",3,1,vodka,1,0,0,0
1010,"얼음,잘게 부순 얼음,앱솔루트 시트론,키위,정제된 설탕",4,2,vodka,1,0,0,0
1011,"얼음,앱솔루트 시트론,갈리아노,박하 아이스티,레몬 껍질",3,3,vodka,0,1,0,0
1012,"얼음,앱솔루트 보드카,체리 브랜디,오렌지 주스,오렌지",3,4,vodka,0,1,0,0
1013,"잘게 부순 얼음,앱솔루트 바니리아,트리플 섹,레몬 주스,슈가시럽,레몬그라스",4,5,vodka,0,1,0,0
1014,"얼음,앱솔루트 보드카,오드비,스위트 버무스,비터즈,오렌지 비터즈",3,3,vodka,0,1,0,0
1015,"얼음,앱솔루트 와일드 티,진저엘,라임 주스,라임",3,1,vodka,1,0,0,0
1016,"얼음,앱솔루트 보드카,라임 주스,라이치 리큐어,진저 시럽,딱총나무 꽃 코디얼,라임 코디얼",4,2,vodka,0,0,0,0
1017,"얼음,앱솔루트 바니리아,우유,블루베리 시럽,블루베리",2,1,vodka,0,1,0,0
1018,"얼음,앱솔루트 주스 애플,레드 와인,트리플 섹,비터즈,오렌지,사과,포도",4,2,vodka,0,0,0,0
1019,"앱솔루트 보드카,블루베리 시럽,샴페인",3,1,vodka|champagne,0,1,0,0
1020,"얼음,앱솔루트 실란트로,루비 자몽주스,슈가시럽,그레이프프루트",3,1,vodka,0,0,1,0
1021,"얼음,잘게 부순 얼음,앱솔루트 페어,배,계피,정제된 설탕",4,2,vodka,0,1,0,0
1022,"얼음,앱솔루트 보드카,아마레또,크림",4,2,vodka,1,0,0,0
1023,"얼음,앱솔루트 라즈베리,토닉 워터,라임",3,1,vodka,0,1,0,0
1024,"얼음,앱솔루트 보드카,라임 주스,라즈베리 시럽,릴렛 블랑,계란 흰자",4,2,vodka,0,1,0,0
1025,"얼음,앱솔루트 시트론",4,1,vodka,0,0,0,0
1026,"얼음,앱솔루트 바니리아,칼바도스,계피 시럽",3,4,vodka,0,1,0,0
1027,"얼음,앱솔루트 보드카,차이 녹차 시럽,오렌지 소다",4,1,vodka,0,1,0,0
1028,"얼음,앱솔루트 페어,오렌지 맛 브랜디,크림",3,2,vodka,0,1,0,0
1029,"얼음,앱솔루트 큐란트,초콜릿 리큐어,마라스키노 베리",4,1,vodka,0,0,0,1
1030,"얼음,앱솔루트 루비 레드,탄제린,바질,정제된 설탕",4,2,vodka,1,0,0,0
1031,"얼음,앱솔루트 라즈베리,슈가시럽,블루베리",4,1,vodka,1,0,0,0
1032,"얼음,앱솔루트 라즈베리,계피 슈납스 리큐어,레몬 주스,라즈베리",4,1,vodka,0,1,0,0
1033,"얼음,앱솔루트 보드카,신선한 애플 주스,끓는 물,꿀,레몬 주스,소다수,레몬",3,3,vodka,1,0,0,0
1034,"얼음,앱솔루트 시트론,버터스카치 슈납스,라임 주스,소다수,레몬",3,4,vodka,0,1,0,0
1035,"얼음,앱솔루트 바니리아,오렌지 주스,크랜베리 시럽,라임 주스,소다수,라임",3,2,vodka,1,0,0,0
1036,"얼음,에이지드 쿠바럼,앱솔루트 보드카,다크 카카오 리큐어",4,2,vodka|rum,1,0,0,0
1037,"앱솔루트 바니리아,오렌지 비터즈,샴페인",4,1,vodka|champagne,0,1,0,0
1038,"얼음,앱솔루트 보드카,트리플 섹,레몬 주스,레몬 껍질",4,2,vodka,0,1,0,0
1039,"얼음,잘게 부순 얼음,앱솔루트 보드카,레몬,간 생강,정제된 설탕,생강",4,2,vodka,0,0,0,1
1040,"얼음,앱솔루트 보드카,위스키/허니 리큐어,캄파리",4,1,vodka,0,1,0,0
1041,"얼음,앱솔루트 보드카,애플 주스,캄파리,패션 프루트 주스,슈가시럽",2,4,vodka,0,1,0,0
1042,"잘게 부순 얼음,얼음,앱솔루트 보드카,슈가시럽,라임",4,2,vodka,1,0,0,0
1043,"얼음,앱솔루트 루비 레드,크랜베리 주스,레드 와인",3,2,vodka,1,0,0,0
1044,"얼음,앱솔루트 와일드 티,진저엘,라임 주스,라임",4,1,vodka,0,0,0,0
1045,"잘게 부순 얼음,앱솔루트 맨드린,오렌지 주스,라임 주스,트리플 섹,석류즙,오렌지",1,4,vodka,0,1,0,0
